id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.other,appCat.social,appCat.travel,circumplex.arousal,circumplex.valence,mood,screen
AS14.05,2014-04-08,0.00934579439252335,4.033,10.068,1.7959999999999998,11.622499999999999,,,0.5,0.0,6.5,9.088999986648561
AS14.05,2014-04-09,0.10448336638026,6.367999999999999,22.213,1.5915,5.211,7.1610000000000005,,0.5,1.0,7.0,8.265999913215635
AS14.05,2014-04-10,0.0,34.729,15.542000000000002,4.023,10.038,128.832,,1.0,1.0,7.0,16.6799999475479
AS14.05,2014-04-11,0.04335585585585585,12.604000000000001,12.2,1.839,10.083,19.105,,0.0,1.0,7.0,12.6070001125336
AS14.05,2014-04-12,0.004166666666666665,7.732,15.097000000000001,2.026,9.191500000000001,4.2135,,-1.0,1.0,7.0,24.327999830246
AS14.05,2014-04-13,0.0233644859813084,7.024,13.261,2.24,9.376,198.636,,1.0,1.0,7.5,15.98599994182585
AS14.05,2014-04-14,0.0455,6.061,11.3745,1.281,6.5825,22.144499999999997,,-1.0,0.0,6.0,1.2959997653961202
AS14.05,2014-04-15,0.01904934687953555,37.163,16.115000000000002,2.08,15.2485,15.290999999999999,,0.0,1.0,7.0,18.1230001449585
AS14.05,2014-04-16,0.046008403361344555,8.648,26.860500000000002,1.208,13.212,6.3995,,-1.0,1.0,7.0,4.61900019645691
AS14.05,2014-04-17,0.013678065054211853,8.23,25.732999999999997,2.058,13.034500000000001,7.608,,1.0,1.0,7.0,14.4810000658035
AS14.05,2014-04-18,0.0702773613193403,8.096,11.297,2.043,11.127,58.731,,0.0,1.0,7.5,8.40799999237061
AS14.05,2014-04-19,0.004166666666666665,4.587,12.2175,1.4569999999999999,6.035,6.082000000000001,,-1.0,1.0,7.0,11.69050002098085
AS14.05,2014-04-20,0.0174702471772963,19.537,17.107,2.037,9.078,51.549,,-1.0,1.0,7.0,52.520499944686904
AS14.05,2014-04-21,0.033060109289617445,17.3445,14.540999999999999,1.705,10.567499999999999,59.511,5.029,-1.0,1.0,7.0,19.07250010967255
AS14.05,2014-04-22,0.0211206896551724,6.305999999999999,11.132,2.0069999999999997,7.584,50.8875,,1.0,1.0,7.0,14.610000133514399
AS14.05,2014-04-23,0.0,7.718,7.999,2.101,9.133,4.071000000000001,,-1.0,1.0,7.0,14.56550002098085
AS14.05,2014-04-24,0.0041322314049586795,12.135,14.887,1.7045,9.075,20.2245,,-1.0,1.0,7.0,27.459999918937704
AS14.05,2014-04-25,0.004310344827586205,12.614,11.328,2.0075,10.6765,24.214000000000002,,-1.0,1.0,7.0,15.442999958992
AS14.05,2014-04-26,0.1432712215320911,3.052,16.407,2.0295,13.216,4.087,,-1.0,1.0,8.0,10.169499993324301
AS14.05,2014-04-27,0.0,6.5455000000000005,6.134,1.4469999999999998,12.2725,14.527000000000001,,-1.0,1.0,7.0,14.534000158309901
AS14.05,2014-04-28,0.0,12.597999999999999,10.477,2.015,8.161,70.7635,,-1.0,1.0,7.0,23.8315000534058
AS14.05,2014-04-29,0.0,,14.484499999999999,1.26,7.1835,59.339,,0.0,1.0,7.0,14.689999818801901
AS14.05,2014-04-30,0.0,15.790500000000002,5.841,0.8364999999999999,13.059000000000001,6.492999999999999,,0.0,1.0,7.0,9.15400004386902
AS14.05,2014-05-01,0.0,12.5275,23.229,1.5575,9.7015,166.299,,0.0,1.0,7.0,32.117000102996805
AS14.05,2014-05-02,0.0,29.176,20.169,3.0069999999999997,17.1905,9.561,,0.0,1.0,7.0,33.982500076293945
AS14.05,2014-05-03,0.0,11.37,16.582,2.012,6.12,19.967,,0.5,1.0,7.0,24.911000013351448
AS14.05,2014-05-04,0.0081967213114754,5.2860000000000005,15.090499999999999,2.0069999999999997,9.0845,8.081,,0.5,1.0,7.0,14.018000125885
AS14.05,2014-05-05,0.0,,7.8934999999999995,5.155,10.221,,,0.0,1.0,6.0,13.8829998970032
AS14.06,2014-02-17,,,,,,,,,,,
AS14.06,2014-02-18,,,,,,,,,,,
AS14.06,2014-02-19,,,,,,,,,,,
AS14.06,2014-02-20,,,,,,,,,,,
AS14.06,2014-02-21,,,,,,,,,,,
AS14.06,2014-02-22,,,,,,,,,,,
AS14.06,2014-02-23,,,,,,,,,,,
AS14.06,2014-02-24,,,,,,,,,,,
AS14.06,2014-02-25,,,,,,,,,,,
AS14.06,2014-02-26,,,,,,,,,,,
AS14.06,2014-02-27,,,,,,,,,,,
AS14.06,2014-02-28,,,,,,,,,,,
AS14.06,2014-03-01,,,,,,,,,,,
AS14.06,2014-03-02,,,,,,,,,,,
AS14.06,2014-03-03,,,,,,,,,,,
AS14.06,2014-03-04,,,,,,,,,,,
AS14.06,2014-03-05,,,,,,,,,,,
AS14.06,2014-03-06,,,,,,,,,,,
AS14.06,2014-03-07,,,,,,,,,,,
AS14.06,2014-03-08,,,,,,,,,,,
AS14.06,2014-03-09,,,,,,,,,,,
AS14.06,2014-03-10,,,,,,,,,,,
AS14.06,2014-03-11,,,,,,,,,,,
AS14.06,2014-03-12,,,,,,,,,,,
AS14.06,2014-03-13,,,,,,,,,,,
AS14.06,2014-03-14,,,,,,,,,,,
AS14.06,2014-03-15,,,,,,,,,,,
AS14.06,2014-03-16,,,,,,,,,,,
AS14.06,2014-03-17,,,,,,,,,,,
AS14.06,2014-03-18,,,,,,,,,,,
AS14.06,2014-03-19,,,,,,,,,,,
AS14.06,2014-03-20,,,,,,,,,,,
AS14.06,2014-03-21,,,,,,,,,,,
AS14.06,2014-03-22,,,,,,,,,,,
AS14.06,2014-03-23,,,,,,,,,,,
AS14.06,2014-03-24,0.03279569892473115,6.601000000000001,25.12,4.046,21.826,14.095999999999998,,-1.0,0.0,7.0,68.77800011634824
AS14.06,2014-03-25,0.105448717948718,5.027,21.183,2.0415,16.664,24.762,,0.0,0.0,7.0,33.9010000228882
AS14.06,2014-03-26,0.0416666666666667,5.031000000000001,15.126999999999999,2.02,11.165,42.425,31.668000000000003,0.5,1.5,8.0,20.18849992752075
AS14.06,2014-03-27,0.075,7.0360000000000005,34.9905,2.137,9.073,17.189,,0.5,0.5,7.0,65.27950000762935
AS14.06,2014-03-28,0.0833333333333333,6.019,25.770500000000002,2.056,8.055,43.063,40.0075,-1.0,1.0,7.0,24.050999879836997
AS14.06,2014-03-29,0.0416666666666667,3.055,24.244999999999997,2.017,9.581,22.7315,,0.0,1.0,8.0,31.949500083923347
AS14.06,2014-03-30,0.225,9.385,13.066,3.0155000000000003,8.095,29.39,,0.0,1.0,8.0,56.161499977111795
AS14.06,2014-03-31,0.108333333333333,11.631499999999999,16.143,2.0145,10.068999999999999,27.154,,-1.0,0.0,7.0,16.0490000247955
AS14.06,2014-04-01,0.19166666666666698,5.13,29.195,2.019,10.126,36.4065,,0.0,0.5,7.5,40.482999920845
AS14.06,2014-04-02,0.100420168067227,20.968,25.11,2.009,10.123,37.608000000000004,22.122,-1.0,1.0,7.0,43.251000165939296
AS14.06,2014-04-03,0.1102112676056338,8.093,30.691,2.009,9.1325,21.21,41.879000000000005,0.0,0.0,7.0,41.01900005340575
AS14.06,2014-04-04,0.0666666666666667,5.585999999999999,23.4225,2.0135,8.096,39.155,47.035,-1.0,0.0,7.0,62.5129998922348
AS14.06,2014-04-05,0.19166666666666698,7.042,12.136,2.015,13.243,32.674,21.482,-1.0,1.0,7.0,14.84300005435945
AS14.06,2014-04-06,0.00833333333333333,8.094000000000001,22.229,2.015,9.08,30.2285,,-1.0,0.0,7.0,8.864500045776365
AS14.06,2014-04-07,0.18333333333333302,3.0250000000000004,25.928,2.0095,8.126,27.8315,37.449,-1.0,0.0,6.0,58.78649985790255
AS14.06,2014-04-08,0.1166666666666665,16.471,34.354,2.0275,13.181,26.363500000000002,4.01,-1.0,0.0,7.0,31.29250001907345
AS14.06,2014-04-09,0.0526315789473684,23.7635,30.851499999999998,2.88,12.161,32.604,123.808,0.0,1.0,7.0,56.9170000553131
AS14.06,2014-04-10,0.0909090909090909,33.617,20.822499999999998,2.013,9.088,37.742,25.391,0.0,1.0,8.0,59.1689999103546
AS14.06,2014-04-11,0.195652173913043,6.031000000000001,24.0205,2.046,8.13,19.05,27.358999999999998,0.0,1.0,8.0,14.02900004386905
AS14.06,2014-04-12,0.108333333333333,8.794,18.586,2.4074999999999998,9.042,12.120000000000001,35.44349999999999,1.0,1.0,8.0,43.3719999790192
AS14.06,2014-04-13,0.3,12.894499999999999,31.151,2.0069999999999997,8.577,49.376000000000005,30.581000000000003,-1.5,0.5,7.0,32.0420000553131
AS14.06,2014-04-14,0.1416666666666665,12.0975,22.475,2.008,9.7495,20.274,,-0.5,1.0,7.0,27.529000043869
AS14.06,2014-04-15,0.1791666666666665,5.0585,24.217,2.011,8.048,33.176,18.202,-1.0,1.0,7.0,37.610499978065505
AS14.06,2014-04-16,0.108333333333333,9.099,25.464000000000002,2.011,10.1365,21.526,18.3975,0.0,1.0,8.0,51.37600004673004
AS14.06,2014-04-17,0.07916666666666669,8.583,28.693,2.012,37.759,21.408,37.3,0.0,1.0,7.0,63.28949987888335
AS14.06,2014-04-18,0.0833333333333333,19.425,26.368499999999997,2.026,10.11,33.1515,21.122,-1.0,1.0,6.5,39.5390000343323
AS14.06,2014-04-19,0.033333333333333354,13.126000000000001,27.108,2.012,9.12,30.2885,116.22200000000001,0.0,1.0,7.0,27.2280000448227
AS14.06,2014-04-20,0.00833333333333333,12.177,7.132000000000001,2.2335,8.61,25.880000000000003,,1.0,1.0,9.0,14.8740000724792
AS14.06,2014-04-21,0.0625,6.74,18.444499999999998,2.0164999999999997,9.155,31.27,20.272,1.0,1.0,7.0,27.7569999694824
AS14.06,2014-04-22,0.108333333333333,18.265,28.398000000000003,2.302,10.302999999999999,28.545,63.703,-1.0,1.0,6.0,46.529000043869
AS14.06,2014-04-23,0.075,8.0215,39.446,2.015,10.643,40.25,59.617,0.0,1.0,7.0,59.6319999694824
AS14.06,2014-04-24,0.228658536585366,34.5775,23.436,2.0069999999999997,27.68,19.395000000000003,27.973,-0.5,1.0,8.0,22.53400003910065
AS14.06,2014-04-25,0.23333333333333303,29.235,20.233,2.011,7.529999999999999,42.681000000000004,87.182,-1.0,1.0,7.0,36.649499893188455
AS14.06,2014-04-26,0.1291666666666665,7.055999999999999,21.609,2.04,8.053999999999998,12.038,462.0155,0.0,1.0,7.0,12.443000078201301
AS14.06,2014-04-27,0.0375,,30.311,2.005,8.035,24.362,83.32,-1.0,1.0,7.0,9.156499981880184
AS14.06,2014-04-28,0.125,10.588,34.6035,2.005,7.5775,17.6545,,0.0,1.0,7.0,32.2000000476837
AS14.06,2014-04-29,0.1208333333333335,8.6325,23.4175,2.013,8.5435,21.145,,0.0,1.0,7.5,33.3040001392365
AS14.06,2014-04-30,0.0701086956521739,11.0755,28.090999999999998,2.03,9.084,43.245999999999995,63.787,-1.0,1.0,7.0,63.6414999961853
AS14.06,2014-05-01,0.36666666666666703,11.682,28.076,3.009,6.019,41.6745,20.575,0.0,1.0,8.0,21.120999932289152
AS14.06,2014-05-02,0.08820621468926555,11.9605,27.11,2.022,7.042999999999999,80.969,35.761,-1.0,1.0,7.0,36.7779998779297
AS14.06,2014-05-03,0.116666666666667,2.0045,17.115,2.01,9.6445,47.065,,-1.0,0.0,6.5,16.652999877929698
AS14.06,2014-05-04,0.0875,19.8065,17.6195,2.01,14.222999999999999,99.167,4.015,-1.0,1.0,8.0,20.1370000839233
AS14.06,2014-05-05,0.0416666666666667,4.011,24.927500000000002,2.0105,7.077500000000001,49.266999999999996,56.464,-1.0,1.0,7.0,40.0639998912811
AS14.06,2014-05-06,0.07083333333333335,22.54,31.73,2.011,,40.947,40.743,,,,69.4159998893738
AS14.06,2014-05-07,0.04583333333333335,5.03,35.959,2.0115,30.546499999999998,28.3185,24.233,-0.5,0.5,7.0,34.61050009727475
AS14.06,2014-05-08,0.0,,151.73149999999998,7.466,,63.596000000000004,,-1.0,1.0,7.0,
AS14.07,2014-03-17,,,,,,,,,,,
AS14.07,2014-03-18,,5.0495,18.112000000000002,175.424,32.6775,110.493,,,,,591.697000026703
AS14.07,2014-03-19,,5.156000000000001,5.246499999999999,69.527,16.3295,191.65050000000002,28.554000000000002,-1.0,1.0,7.0,5.29200005531311
AS14.07,2014-03-20,,6.191,5.875500000000001,62.122,10.056000000000001,34.131,,-1.0,-0.5,5.0,5.23400008678436
AS14.07,2014-03-21,,3.4985,7.1325,101.9905,9.027000000000001,63.7685,6.02,0.0,2.0,8.0,5.31500005722046
AS14.07,2014-03-22,,4.022,5.284,205.4065,84.277,63.269,307.123,-1.0,0.0,7.0,5.26900005340576
AS14.07,2014-03-23,,3.023,5.229,89.4805,22.064500000000002,59.297,,0.0,1.5,7.5,5.233999967575071
AS14.07,2014-03-24,,5.194,5.263,106.35700000000001,94.32249999999999,22.195999999999998,58.215,0.5,1.0,8.0,5.27400004863739
AS14.07,2014-03-25,0.0754943502824859,3.773,5.249,157.741,15.2835,127.93099999999998,65.46700000000001,0.0,1.0,8.0,5.242999792099
AS14.07,2014-03-26,0.02916666666666665,4.859999999999999,5.2745,233.252,12.03,82.5335,101.8705,0.0,1.0,7.0,5.3119999170303345
AS14.07,2014-03-27,0.02126436781609195,4.4005,5.497,261.867,13.065999999999999,60.032,25.883999999999997,1.0,1.0,8.0,5.643500089645386
AS14.07,2014-03-28,0.02486225895316805,6.0335,12.09,51.230000000000004,10.03,53.8725,20.065,0.5,1.5,8.5,22.787999987602248
AS14.07,2014-03-29,0.01646341463414635,5.024,12.2695,52.766000000000005,10.687000000000001,61.422,35.604,1.0,1.0,7.0,54.96050000190735
AS14.07,2014-03-30,0.0,2.3689999999999998,5.298,217.495,13.046,92.35799999999999,13.847499999999998,0.0,0.0,7.0,5.262000083923335
AS14.07,2014-03-31,0.004166666666666665,5.121,9.147,196.576,12.052999999999999,103.465,87.329,-2.0,0.0,5.0,19.1330001354218
AS14.07,2014-04-01,0.02052845528455285,4.02,5.246,287.116,9.149,66.404,,-1.0,1.0,7.0,5.28399991989136
AS14.07,2014-04-02,0.049999999999999996,4.0280000000000005,10.0775,344.67150000000004,14.0495,22.116,130.356,-1.0,0.5,5.0,13.3389999866486
AS14.07,2014-04-03,0.004098360655737704,4.03,5.274,76.11250000000001,7.023,66.576,80.289,0.0,0.0,6.0,9.46799993515015
AS14.07,2014-04-04,0.00806451612903225,4.013,5.330500000000001,67.6315,9.035,76.437,51.17,-0.5,0.0,7.0,5.29800009727478
AS14.07,2014-04-05,0.19493882091212456,4.054500000000001,10.035,60.133,31.084,58.8515,66.37100000000001,0.0,1.0,6.0,5.95499992370605
AS14.07,2014-04-06,0.004166666666666665,5.16,5.285,132.42,18.554499999999997,37.217,,-0.5,1.0,7.5,5.30899977684021
AS14.07,2014-04-07,0.016461748633879766,4.029,14.077,563.6975,15.133,109.958,,0.0,0.0,5.0,19.58500003814695
AS14.07,2014-04-08,0.0166666666666667,4.0265,6.5805,7.204,11.034,65.41,,0.0,1.0,7.0,5.73000001907349
AS14.07,2014-04-09,0.00833333333333333,4.013,8.026,224.6805,8.0785,25.8825,,-1.0,1.0,7.0,10.869999885559098
AS14.07,2014-04-10,0.0,4.018,7.06,933.4035000000001,7.042999999999999,54.341,22.179000000000002,0.0,0.0,7.0,6.891000032424925
AS14.07,2014-04-11,0.0,3.441,5.2265,,14.034,45.2425,18.743,0.5,-1.0,3.5,5.25500011444092
AS14.07,2014-04-12,0.05833333333333335,5.0280000000000005,12.558,122.52600000000001,51.164500000000004,123.1855,28.744500000000002,0.0,1.0,7.0,14.6579999923706
AS14.07,2014-04-13,0.0,5.029999999999999,5.287999999999999,157.725,7.026,118.70299999999999,,0.0,1.0,6.5,5.27599990367889
AS14.07,2014-04-14,0.0084033613445378,5.345000000000001,6.552,196.6305,7.0525,78.8315,,0.0,1.0,6.0,6.073000192642209
AS14.07,2014-04-15,0.0,4.541,6.6240000000000006,94.29700000000001,15.0365,193.852,,-1.0,1.0,6.0,5.25699996948242
AS14.07,2014-04-16,0.037500000000000006,3.0180000000000002,7.0255,,11.025000000000002,66.018,33.254,-1.0,0.0,4.5,5.25600004196167
AS14.07,2014-04-17,0.02083333333333335,4.016,5.295,822.8045,8.0525,84.898,,-1.0,0.0,4.0,5.31000018119812
AS14.07,2014-04-18,0.0,13.34,23.195,1009.2810000000001,13.163,153.419,,-1.0,0.0,5.0,74.1310000419617
AS14.07,2014-04-19,0.0,2.011,5.2565,138.52200000000002,10.7805,13.068499999999998,,0.5,1.0,7.5,5.239500045776365
AS14.07,2014-04-20,0.0,2.51,13.0785,14.091,10.042,174.2615,,-2.0,-1.0,3.0,9.530500054359425
AS14.07,2014-04-21,0.0,6.0329999999999995,11.0455,155.988,9.558499999999999,45.17100000000001,68.256,0.0,1.0,7.0,5.286999940872191
AS14.07,2014-04-22,0.0,5.0465,15.045,1650.744,8.993500000000001,7.045,,0.0,0.0,6.0,9.345000028610231
AS14.07,2014-04-23,0.004166666666666665,3.313,12.040999999999999,66.22399999999999,8.533,131.6585,81.312,0.0,0.0,6.0,8.44099998474121
AS14.07,2014-04-24,0.0,3.023,9.107999999999999,,7.021,35.38,,0.0,1.0,6.0,12.9129999876022
AS14.07,2014-04-25,0.00833333333333335,2.477,5.249,692.2,9.054,118.18650000000001,,0.0,-1.0,2.0,5.218500018119816
AS14.07,2014-04-26,0.0,6.0205,13.057500000000001,78.289,13.043,29.083000000000002,,0.0,0.0,6.0,15.085000038147
AS14.07,2014-04-27,0.0,4.015,5.234,148.532,20.054000000000002,47.379,,0.0,0.0,6.0,5.280499935150145
AS14.07,2014-04-28,0.058578431372549,5.0280000000000005,6.956,23.086,9.024,21.1,1.004,0.0,1.0,7.0,7.6019999980926505
AS14.07,2014-04-29,0.0591880341880342,5.228999999999999,14.045,170.563,7.605,38.114000000000004,,-2.0,0.0,5.0,9.02499997615814
AS14.07,2014-04-30,0.012431693989071055,6.5440000000000005,5.2989999999999995,316.64599999999996,415.4675,43.213499999999996,,-2.0,0.5,5.0,5.25099992752075
AS14.07,2014-05-01,0.0,5.013999999999999,10.093,118.38600000000001,7.047999999999999,60.001000000000005,,-2.0,0.0,5.0,5.343500018119816
AS14.07,2014-05-02,0.004166666666666665,5.100999999999999,5.218,166.687,16.05,67.768,,0.0,1.0,6.0,5.2530000209808305
AS14.07,2014-05-03,0.0,5.02,5.236000000000001,151.789,9.1495,102.40899999999999,,0.0,0.0,6.0,11.427000045776355
AS14.07,2014-05-04,0.033333333333333354,4.06,33.8095,5.056,9.085,50.799,,-1.0,1.0,8.0,63.193500041961656
AS14.07,2014-05-05,,,,,,,,-1.5,0.5,5.5,
AS14.08,2014-02-17,,,,,,,,,,,
AS14.08,2014-02-18,,,,,,,,,,,
AS14.08,2014-02-19,,,,,,,,,,,
AS14.08,2014-02-20,,,,,,,,,,,
AS14.08,2014-02-21,,,,,,,,,,,
AS14.08,2014-02-22,,,,,,,,,,,
AS14.08,2014-02-23,,,,,,,,,,,
AS14.08,2014-02-24,,,,,,,,,,,
AS14.08,2014-02-25,,,,,,,,,,,
AS14.08,2014-02-26,,,,,,,,,,,
AS14.08,2014-02-27,,,,,,,,,,,
AS14.08,2014-02-28,,,,,,,,,,,
AS14.08,2014-03-01,,,,,,,,,,,
AS14.08,2014-03-02,,,,,,,,,,,
AS14.08,2014-03-03,,,,,,,,,,,
AS14.08,2014-03-04,,,,,,,,,,,
AS14.08,2014-03-05,,,,,,,,0.0,1.0,7.0,
AS14.08,2014-03-06,,,,,,,,-1.0,0.0,7.0,
AS14.08,2014-03-07,,,,,,,,1.0,1.0,7.0,
AS14.08,2014-03-08,,,,,,,,0.0,1.0,7.0,
AS14.08,2014-03-09,,,,,,,,-1.0,2.0,8.0,
AS14.08,2014-03-10,,,,,,,,-1.0,1.0,7.0,
AS14.08,2014-03-11,,,,,,,,1.0,1.0,7.0,
AS14.08,2014-03-12,,,,,,,,1.0,1.0,7.0,
AS14.08,2014-03-13,,4.596,14.448,,8.0805,14.860499999999998,,-1.0,1.0,7.0,17.6340000629425
AS14.08,2014-03-14,,6.081,6.774,,8.05,13.2275,52.223,-1.0,1.0,7.0,46.18900012969971
AS14.08,2014-03-15,,2.9539999999999997,7.039,38.795,9.456500000000002,23.3395,,-1.0,1.0,7.0,41.5629999637604
AS14.08,2014-03-16,,4.038,5.082,,6.857000000000001,40.9125,,-1.0,1.0,7.0,49.75699996948245
AS14.08,2014-03-17,0.0,3.2025,10.268,,7.0545,43.0895,,0.0,0.0,5.0,16.7365000247955
AS14.08,2014-03-18,0.0,2.96,9.148,3.011,6.784,11.280999999999999,,0.0,1.0,6.0,23.2174999713898
AS14.08,2014-03-19,0.0,3.43,7.747000000000001,2.4415,7.099499999999999,61.61,,0.0,1.0,7.0,23.6449999809265
AS14.08,2014-03-20,0.0,4.07,12.439,,6.934,27.224,,0.0,1.0,7.0,12.7769999504089
AS14.08,2014-03-21,0.0,5.563000000000001,9.021,,8.059,7.145499999999999,,-1.0,1.0,7.0,22.9470000267029
AS14.08,2014-03-22,0.0,3.275,4.012,,6.013,40.63550000000001,89.93799999999999,0.0,1.0,7.0,13.5540001392365
AS14.08,2014-03-23,0.0,3.537,4.55,,9.150500000000001,21.637999999999998,26.6255,0.0,1.0,7.0,12.8734999895096
AS14.08,2014-03-24,0.0,2.5215,4.0760000000000005,,8.047,10.783,,-1.0,1.0,7.0,9.19000005722046
AS14.08,2014-03-25,0.0,5.5945,6.051,44.56,5.7295,5.46,,0.0,1.0,7.0,9.38599991798401
AS14.08,2014-03-26,0.0,4.04,5.9125,112.399,7.8665,19.136499999999998,,0.0,0.0,6.0,20.146000146865802
AS14.08,2014-03-27,0.0,3.0454999999999997,6.022,,9.127,14.992,,0.0,0.5,6.0,10.890499949455275
AS14.08,2014-03-28,0.0,4.0245,6.896,,8.047,18.088,,-0.5,1.0,7.0,14.686999917030349
AS14.08,2014-03-29,0.0,4.5205,8.8225,2.0105,6.8629999999999995,21.726999999999997,,0.0,1.0,7.0,21.3064999580383
AS14.08,2014-03-30,0.0,4.963,4.603999999999999,,7.0685,52.4725,,0.0,1.0,7.0,25.3524998426437
AS14.08,2014-03-31,0.0,3.048,8.124,5.013,7.538,15.8885,,-1.0,1.0,7.0,34.37099993228915
AS14.08,2014-04-01,0.00833333333333333,3.0069999999999997,10.096,4.214499999999999,6.455,22.272,,-1.0,1.0,7.0,7.7664999961853045
AS14.08,2014-04-02,0.0,16.932,9.528500000000001,19.154,6.197,12.055,,-1.0,1.0,7.0,10.3150000572205
AS14.08,2014-04-03,0.0,3.5149999999999997,6.015,,3.009,6.2,,0.0,1.0,7.0,4.47599983215332
AS14.08,2014-04-04,0.0,3.072,6.2715000000000005,,6.172000000000001,15.164,,0.0,1.0,7.5,17.51549994945525
AS14.08,2014-04-05,0.0,2.223,10.047,76.908,8.035,19.871,,0.0,1.0,7.0,34.602999925613396
AS14.08,2014-04-06,0.0,3.567,8.022,5.516,7.037000000000001,19.216,,0.0,1.0,8.0,42.5389997959137
AS14.08,2014-04-07,0.012363387978142064,4.42,8.9025,66.038,5.2170000000000005,10.4305,,0.0,1.0,7.0,9.582499980926514
AS14.08,2014-04-08,0.008265027322404368,2.7205,5.018,46.5835,7.3134999999999994,11.995000000000001,,0.0,0.5,6.5,14.658499956131001
AS14.08,2014-04-09,0.0,3.181,14.805499999999999,,13.091,30.188000000000002,,0.5,1.0,7.0,37.822500109672546
AS14.08,2014-04-10,0.18663911845730047,2.647,10.203,230.726,7.017,5.294,,1.0,1.0,8.0,17.840999841690103
AS14.08,2014-04-11,0.0,2.6654999999999998,6.046,16.0735,4.843999999999999,18.21,,1.0,1.0,8.0,11.148000121116649
AS14.08,2014-04-12,0.0,,4.753,,7.188,20.645,,0.0,1.0,7.0,11.110999822616598
AS14.08,2014-04-13,0.0,3.008,5.45,3.012,8.027000000000001,5.436,,1.0,1.0,8.0,8.930999994277949
AS14.08,2014-04-14,0.0,3.0095,10.1755,81.273,7.0395,13.047,,0.0,1.0,7.0,17.10199999809265
AS14.08,2014-04-15,0.0,6.023,3.306,36.189,7.39,42.309,,-1.0,1.0,7.0,26.7400000095367
AS14.08,2014-04-16,0.0,3.008,8.4235,11.229,7.026,22.673000000000002,,0.0,1.0,7.0,21.1470000743866
AS14.08,2014-04-17,0.0,3.037,8.207,31.8815,8.1735,14.2835,13.5625,-1.0,1.0,6.0,22.3600001335144
AS14.08,2014-04-18,0.0,2.0869999999999997,4.045,,6.746500000000001,18.399,,-1.0,1.0,6.0,14.90349996089935
AS14.08,2014-04-19,0.0,4.018,10.1075,27.165,5.848000000000001,21.518,,2.0,1.0,8.0,23.781499981880202
AS14.08,2014-04-20,0.0,2.664,6.054,31.268500000000003,8.087,29.630000000000003,,-1.0,1.0,7.0,35.2730000019073
AS14.08,2014-04-21,0.0,4.0169999999999995,30.298000000000002,437.264,7.04,11.827,,-2.0,1.0,6.0,35.7469999790192
AS14.08,2014-04-22,0.0,3.9535,8.887,21.094,7.022,20.807,,0.0,0.0,6.0,38.006000041961705
AS14.08,2014-04-23,0.008368347338935569,3.7670000000000003,7.301499999999999,,8.218,13.308,,0.0,0.0,5.0,9.92400002479553
AS14.08,2014-04-24,0.042982456140350844,4.027,7.055,25.219,5.016,32.317499999999995,,0.0,1.0,7.0,13.2259998321533
AS14.08,2014-04-25,0.0,3.0125,16.555500000000002,,9.052,17.056,,0.0,1.0,6.0,46.2810001373291
AS14.08,2014-04-26,0.0,12.945,12.706,,6.019,38.251999999999995,,0.0,0.0,6.0,35.353000164032004
AS14.08,2014-04-27,0.0,4.093,5.7844999999999995,835.74,9.048,44.452,,-1.0,1.0,6.0,32.9114999771118
AS14.08,2014-04-28,0.0,2.73,3.5965,109.162,6.7255,43.6345,,-1.0,1.0,6.0,45.897500038147
AS14.08,2014-04-29,0.0,3.016,7.1235,32.218,8.5945,35.4925,,-0.5,0.5,6.0,30.626000165939303
AS14.08,2014-04-30,0.0,2.88,5.047,52.126999999999995,7.068,22.7765,,-1.0,1.0,7.0,31.641999959945696
AS14.08,2014-05-01,0.0,6.59,9.033,3.6025,9.058,35.980000000000004,,1.0,1.0,7.0,59.7579998970032
AS14.08,2014-05-02,0.07142857142857151,3.313,5.987,29.418000000000003,8.07,29.2,,0.0,1.0,7.0,41.2050001621246
AS14.08,2014-05-03,0.14583333333333348,3.013,7.7225,,6.5649999999999995,22.683999999999997,,1.0,1.0,7.0,45.569000005722046
AS14.08,2014-05-04,0.0,4.474,5.0335,,8.117,39.071,,0.0,1.0,7.0,27.455499887466395
AS14.08,2014-05-05,0.0,,6.031000000000001,,6.0305,49.721500000000006,,-1.0,1.0,7.0,25.25949990749355
AS14.09,2014-02-17,,,,,,,,,,,
AS14.09,2014-02-18,,,,,,,,,,,
AS14.09,2014-02-19,,,,,,,,,,,
AS14.09,2014-02-20,,,,,,,,,,,
AS14.09,2014-02-21,,,,,,,,,,,
AS14.09,2014-02-22,,,,,,,,,,,
AS14.09,2014-02-23,,,,,,,,,,,
AS14.09,2014-02-24,,,,,,,,,,,
AS14.09,2014-02-25,,,,,,,,,,,
AS14.09,2014-02-26,,,,,,,,,,,
AS14.09,2014-02-27,,,,,,,,,,,
AS14.09,2014-02-28,,,,,,,,,,,
AS14.09,2014-03-01,,,,,,,,,,,
AS14.09,2014-03-02,,,,,,,,,,,
AS14.09,2014-03-03,,,,,,,,,,,
AS14.09,2014-03-04,,,,,,,,,,,
AS14.09,2014-03-05,,,,,,,,,,,
AS14.09,2014-03-06,,,,,,,,,,,
AS14.09,2014-03-07,,,,,,,,,,,
AS14.09,2014-03-08,,,,,,,,,,,
AS14.09,2014-03-09,,,,,,,,,,,
AS14.09,2014-03-10,,,,,,,,,,,
AS14.09,2014-03-11,,,,,,,,,,,
