id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.other,appCat.social,appCat.travel,circumplex.arousal,circumplex.valence,mood,screen
AS14.09,2014-03-12,,,,,,,,,,,
AS14.09,2014-03-13,,,,,,,,,,,
AS14.09,2014-03-14,,,,,,,,,,,
AS14.09,2014-03-15,,,,,,,,,,,
AS14.09,2014-03-16,,,,,,,,,,,
AS14.09,2014-03-17,,,,,,,,,,,
AS14.09,2014-03-18,,,,,,,,,,,
AS14.09,2014-03-19,,,,,,,,,,,
AS14.09,2014-03-20,,,,,,,,,,,
AS14.09,2014-03-21,,6.5584999999999996,17.192999999999998,3.0969999999999995,7.6215,,,0.0,1.0,7.0,28.2660000324249
AS14.09,2014-03-22,0.00833333333333333,13.187000000000001,25.565,3.035,24.362000000000002,61.284000000000006,13.302999999999999,0.0,1.0,7.0,28.1860001087189
AS14.09,2014-03-23,0.0,4.066,18.36,2.769,12.721499999999999,18.333,7.1770000000000005,1.0,0.0,7.0,63.27499997615811
AS14.09,2014-03-24,0.004166666666666665,6.22,21.7965,2.1174999999999997,12.684999999999999,31.779000000000003,12.268,0.5,0.5,7.5,32.150000095367396
AS14.09,2014-03-25,0.0,7.14,17.3235,3.0210000000000004,13.8525,2.6065,32.474000000000004,1.0,0.0,6.0,62.4119999408722
AS14.09,2014-03-26,0.012500000000000015,9.558,17.302,3.073,11.660499999999999,30.491999999999997,,0.5,1.0,8.0,37.934000015258796
AS14.09,2014-03-27,0.0,9.135,19.811999999999998,4.018,9.1965,74.3685,1.01,-1.0,1.0,8.0,44.1870000362396
AS14.09,2014-03-28,0.00833333333333333,10.133000000000001,17.332,3.7319999999999998,9.066,31.263,18.5315,0.0,1.0,8.0,75.8050000667572
AS14.09,2014-03-29,0.004166666666666665,13.422999999999998,20.5,3.0309999999999997,12.065999999999999,22.826,40.424499999999995,0.0,1.0,8.0,61.45400011539459
AS14.09,2014-03-30,0.025,6.045,28.535,3.1375,9.68,43.93899999999999,,-1.0,1.0,8.0,20.360499978065498
AS14.09,2014-03-31,0.01666666666666665,7.121,19.159000000000002,3.0180000000000002,9.112000000000002,10.145,11.114,0.0,0.0,7.0,27.211500048637397
AS14.09,2014-04-01,0.0166666666666667,7.0655,25.265,3.05,12.305,32.91,68.59,0.0,1.0,8.0,38.1109999418259
AS14.09,2014-04-02,0.0,13.163,15.8125,3.0955000000000004,10.224,33.83,,1.0,0.0,6.0,41.4390001296997
AS14.09,2014-04-03,0.075,8.2605,17.180999999999997,3.0189999999999997,12.6055,42.067,19.614,0.0,1.0,8.0,15.263000011444099
AS14.09,2014-04-04,0.0166666666666667,7.0915,27.296999999999997,3.0460000000000003,9.744499999999999,166.31900000000002,10.05,-0.5,1.0,7.5,48.6309998035431
AS14.09,2014-04-05,0.0375,3.9589999999999996,17.292,3.0180000000000002,10.129,54.6,,0.5,1.0,8.0,19.542999982833848
AS14.09,2014-04-06,0.02916666666666665,5.126,21.59,3.47,9.05,43.998000000000005,,0.0,1.0,7.0,46.511000156402595
AS14.09,2014-04-07,0.004166666666666665,10.117999999999999,26.307,3.025,9.116,57.286,6.042000000000001,-0.5,0.0,6.0,30.20149993896485
AS14.09,2014-04-08,0.004166666666666665,7.127999999999999,18.327,3.0239999999999996,13.372,17.1855,19.747500000000002,0.0,1.0,7.0,23.11400008201595
AS14.09,2014-04-09,0.0,11.7645,20.3245,2.034,10.065,14.190999999999999,26.014,0.5,0.0,6.5,26.1030000448227
AS14.09,2014-04-10,0.00833333333333335,7.035,14.744499999999999,3.0264999999999995,9.6935,6.112,,1.0,0.0,6.0,24.101999998092698
AS14.09,2014-04-11,0.0333333333333333,2.008,14.199000000000002,2.2545,9.648,,26.875,0.0,1.0,7.0,20.871999979019147
AS14.09,2014-04-12,0.00833333333333333,,27.372,3.7264999999999997,10.102,,,0.0,1.0,7.0,84.12049996852875
AS14.09,2014-04-13,0.05416666666666667,6.0935,23.747500000000002,2.016,6.05,,39.961,-1.0,0.0,6.0,23.486999988555898
AS14.09,2014-04-14,0.108333333333333,13.204,7.509,4.033,12.7395,,38.86,0.0,0.0,6.0,11.927000045776401
AS14.09,2014-04-15,0.0375,15.161,13.065999999999999,2.0625,5.6385000000000005,,,0.0,0.0,6.0,22.7219998836517
AS14.09,2014-04-16,0.0,5.060499999999999,19.3155,2.095,29.612,,,0.0,0.0,6.0,61.36500000953671
AS14.09,2014-04-17,0.0113636363636364,5.116,18.63,2.025,8.060500000000001,,3.033,0.0,1.0,7.0,22.619500041008003
AS14.09,2014-04-18,0.0,2.0140000000000002,13.693,3.11,12.052999999999999,19.058500000000002,22.127,-1.0,1.0,7.0,28.7314999103546
AS14.09,2014-04-19,0.0,3.0210000000000004,31.69,2.7560000000000002,10.4015,18.238,31.333000000000002,0.0,1.0,8.0,15.2484999895096
AS14.09,2014-04-20,0.0,2.012,19.788999999999998,2.511,,267.892,8.623,0.0,0.0,6.0,7.647000074386599
AS14.09,2014-04-21,0.0,33.363,14.177,3.4619999999999997,8.1695,,,-1.0,0.5,6.5,56.0420000553131
AS14.09,2014-04-22,0.0,6.039,31.572,7.991,,26.468000000000004,,0.0,0.0,7.0,84.146999835968
AS14.09,2014-04-23,0.0,12.088,23.338,4.018,23.765,28.135,,0.0,0.0,6.0,66.4589998722076
AS14.09,2014-04-24,0.0,5.021,18.2805,2.733,7.085,,4.024,0.0,1.0,7.0,13.980999946594201
AS14.09,2014-04-25,0.0,4.023,14.3065,2.183,8.357999999999999,,,0.0,1.0,7.0,16.9830000400543
AS14.09,2014-04-26,0.0,13.097999999999999,31.553,2.0705,11.267000000000001,8.226,,1.0,1.0,9.0,40.996000051498456
AS14.09,2014-04-27,,,,,,,,-1.0,0.0,6.0,
AS14.09,2014-04-28,,,,,,,,0.0,1.0,7.0,
AS14.09,2014-04-29,,,,,,,,-0.5,0.5,6.5,
AS14.09,2014-04-30,,,,,,,,-0.5,1.0,7.0,
AS14.09,2014-05-01,,,,,,,,0.0,1.0,8.0,
AS14.09,2014-05-02,,,,,,,,0.0,1.0,8.0,
AS14.09,2014-05-03,,,,,,,,0.5,1.0,8.0,
AS14.09,2014-05-04,,,,,,,,0.0,0.0,7.0,
AS14.09,2014-05-05,,,,,,,,-1.0,0.5,6.0,
AS14.12,2014-02-19,,,,,,,,,,,
AS14.12,2014-02-20,,,,,,,,,,,
AS14.12,2014-02-21,,,,,,,,,,,
AS14.12,2014-02-22,,,,,,,,,,,
AS14.12,2014-02-23,,,,,,,,,,,
AS14.12,2014-02-24,,,,,,,,,,,
AS14.12,2014-02-25,,,,,,,,,,,
AS14.12,2014-02-26,,,,,,,,,,,
AS14.12,2014-02-27,,,,,,,,,,,
AS14.12,2014-02-28,,,,,,,,,,,
AS14.12,2014-03-01,,,,,,,,,,,
AS14.12,2014-03-02,,,,,,,,,,,
AS14.12,2014-03-03,,,,,,,,,,,
AS14.12,2014-03-04,,,,,,,,,,,
AS14.12,2014-03-05,,,,,,,,,,,
AS14.12,2014-03-06,,,,,,,,,,,
AS14.12,2014-03-07,,,,,,,,,,,
AS14.12,2014-03-08,,,,,,,,,,,
AS14.12,2014-03-09,,,,,,,,,,,
AS14.12,2014-03-10,,,,,,,,,,,
AS14.12,2014-03-11,,,,,,,,,,,
AS14.12,2014-03-12,,,,,,,,,,,
AS14.12,2014-03-13,,,,,,,,,,,
AS14.12,2014-03-14,,,,,,,,,,,
AS14.12,2014-03-15,,,,,,,,0.0,-0.5,5.5,
AS14.12,2014-03-16,,,,,,,,,,,
AS14.12,2014-03-17,,,,,,,,,,,
AS14.12,2014-03-18,,,,,,,,,,,
AS14.12,2014-03-19,,,,,,,,,,,
AS14.12,2014-03-20,,,,,,,,,,,
AS14.12,2014-03-21,,,,,,,,,,,
AS14.12,2014-03-22,,,,,,,,,,,
AS14.12,2014-03-23,,,,,,,,,,,
AS14.12,2014-03-24,,,,,,,,,,,
AS14.12,2014-03-25,,,,,,,,,,,
AS14.12,2014-03-26,,,,,,,,,,,
AS14.12,2014-03-27,0.13445378151260498,4.022,41.1615,17.072499999999998,17.407,37.1,,-0.5,1.0,7.0,28.729000091552702
AS14.12,2014-03-28,0.0416666666666667,4.015,30.2,27.741,15.050999999999998,26.094,,0.5,0.5,6.5,26.5200001001358
AS14.12,2014-03-29,0.02083333333333335,4.279,36.1425,22.782,10.211,42.193000000000005,6.061,1.0,1.0,6.5,14.372999906539901
AS14.12,2014-03-30,0.0166666666666667,4.048,11.404499999999999,32.108000000000004,10.417,55.7025,,-1.0,0.0,6.0,15.1419999599457
AS14.12,2014-03-31,0.01687793761572425,4.5425,15.195,8.322000000000001,8.177999999999999,55.3335,10.04,1.0,1.0,7.0,12.727000117301948
AS14.12,2014-04-01,0.03433539640436195,3.0730000000000004,16.055999999999997,27.103,9.026,38.118,13.349,0.0,1.0,6.0,25.138000011444102
AS14.12,2014-04-02,0.0775862068965517,3.014,19.186999999999998,33.605999999999995,10.03,23.5655,12.855,0.0,0.0,6.0,20.56749987602235
AS14.12,2014-04-03,0.096218487394958,3.621,25.081999999999997,13.358,8.167,57.1905,5.187,1.0,0.0,6.0,17.5090000629425
AS14.12,2014-04-04,0.0,4.01,15.271,61.2915,9.024,30.102,14.162,0.5,1.0,6.5,25.074999809265105
AS14.12,2014-04-05,0.0461864406779661,4.013,17.048,9.939,7.148,38.125,30.566,0.0,1.0,7.0,11.42900002002715
AS14.12,2014-04-06,0.0166666666666667,4.008,11.03,96.91,8.025,140.38,21.094,0.5,1.0,6.5,18.85599994659425
AS14.12,2014-04-07,0.0333333333333333,3.259,12.5725,9.22,9.0345,67.258,30.582,0.0,1.0,6.0,20.2559998035431
AS14.12,2014-04-08,0.0546218487394958,4.021,26.076999999999998,13.072000000000001,9.186,33.14,9.560500000000001,0.0,0.0,6.0,21.76999998092655
AS14.12,2014-04-09,0.1125,4.042,28.6065,26.116,7.186,38.6465,6.016,0.0,-0.5,5.0,22.802000045776353
AS14.12,2014-04-10,0.07679941541834125,4.008,12.091,8.036,8.551499999999999,43.306000000000004,,0.0,1.0,6.0,24.548499941825852
AS14.12,2014-04-11,0.004201680672268905,4.0184999999999995,19.105,7.042999999999999,8.231,50.193999999999996,14.093,-0.5,1.0,7.0,21.1659998893738
AS14.12,2014-04-12,0.02622537792029315,4.025,25.1515,17.243,8.093,39.171,12.155999999999999,0.0,1.0,7.0,20.5655000209808
AS14.12,2014-04-13,0.03771186440677965,3.255,18.1075,14.845999999999998,14.216,44.44,17.104499999999998,0.0,0.0,6.0,20.64950001239775
AS14.12,2014-04-14,0.04583333333333335,3.7975,22.191999999999997,38.254,8.019,45.145,,-1.0,1.0,7.0,29.008999824523897
AS14.12,2014-04-15,0.049999999999999996,4.037,27.087,56.18899999999999,8.2325,34.133,,0.0,1.0,7.0,22.609500050544696
AS14.12,2014-04-16,0.09252136752136769,4.0089999999999995,12.093499999999999,20.574,12.21,49.205,23.93,0.0,1.0,7.0,10.08500003814695
AS14.12,2014-04-17,0.03343837535014005,4.0089999999999995,30.4805,115.32700000000001,10.164,39.047,13.06,-1.0,1.0,7.0,25.246500015258796
AS14.12,2014-04-18,0.0208712704860625,3.043,27.7055,9.844999999999999,10.031,46.0855,30.046,0.0,1.0,7.0,26.805499911308303
AS14.12,2014-04-19,0.0420940170940171,4.0885,14.6325,38.207499999999996,11.043,37.128,33.781,0.0,1.0,6.0,15.0165001153946
AS14.12,2014-04-20,0.21960784313725454,3.9895,23.0675,43.138999999999996,8.026,42.135,9.941,0.0,1.0,6.0,20.013499975204454
AS14.12,2014-04-21,0.0336134453781513,3.361,15.088999999999999,55.4905,11.123000000000001,40.163000000000004,3.101,0.0,1.0,6.0,33.7439999580383
AS14.12,2014-04-22,0.05063381284717275,3.0444999999999998,22.096999999999998,33.427,9.312000000000001,33.7475,11.590499999999999,0.0,1.0,6.5,37.093000173568704
AS14.12,2014-04-23,0.0337202677681242,4.011,25.113000000000003,9.061499999999999,8.039,42.115,15.692,0.0,1.0,6.0,23.345999956131
AS14.12,2014-04-24,0.02083333333333335,3.0460000000000003,13.177999999999999,22.111,9.027000000000001,45.730999999999995,24.407000000000004,-1.0,1.0,7.0,21.6299998760223
AS14.12,2014-04-25,0.025211864406779652,4.046,14.541999999999998,48.694500000000005,9.03,36.105,50.8335,0.0,0.0,6.0,14.686999797820999
AS14.12,2014-04-26,0.35,4.012499999999999,20.977999999999998,30.031,8.34,45.67999999999999,6.4605,0.0,1.0,7.0,14.022000074386598
AS14.12,2014-04-27,0.18406862745098046,4.062,20.6335,9.07,10.138,82.295,22.3735,0.0,1.0,6.0,19.41250002384185
AS14.12,2014-04-28,0.00847457627118645,3.8355,36.24550000000001,52.145,9.112,52.3,33.935,-1.0,1.0,7.0,19.312999963760397
AS14.12,2014-04-29,0.01673669467787115,4.0145,18.426000000000002,55.22,9.345,45.192,,0.0,1.0,6.0,23.057000041008
AS14.12,2014-04-30,0.008438968807862126,4.019,29.634,19.1385,8.022,54.683499999999995,6.184,-0.5,1.0,6.0,16.044999837875398
AS14.12,2014-05-01,0.0215904868078781,3.3845,17.991,62.251000000000005,7.5954999999999995,75.75,4.9350000000000005,0.0,0.5,6.0,26.2024999856949
AS14.12,2014-05-02,0.0847457627118644,4.048,36.103,20.538,9.023,47.153,8.6975,0.0,0.5,5.5,35.264499902725206
AS14.12,2014-05-03,0.008510792409097495,4.026,16.054000000000002,15.06,11.029000000000002,30.105999999999998,1.026,-1.0,0.0,6.0,20.3809998035431
AS14.12,2014-05-04,0.0253205128205128,4.013,33.822,11.034,8.221,57.258,,-1.0,0.0,5.0,25.1840000152588
AS14.12,2014-05-05,0.0252100840336134,3.0439999999999996,132.484,67.8465,12.046999999999999,22.564500000000002,,0.0,0.0,6.0,5.42600011825562
AS14.13,2014-02-17,,,,,,,,,,,
AS14.13,2014-02-18,,,,,,,,,,,
AS14.13,2014-02-19,,,,,,,,,,,
AS14.13,2014-02-20,,,,,,,,,,,
AS14.13,2014-02-21,,,,,,,,,,,
AS14.13,2014-02-22,,,,,,,,,,,
AS14.13,2014-02-23,,,,,,,,,,,
AS14.13,2014-02-24,,,,,,,,,,,
AS14.13,2014-02-25,,,,,,,,,,,
AS14.13,2014-02-26,,,,,,,,,,,
AS14.13,2014-02-27,,,,,,,,,,,
AS14.13,2014-02-28,,,,,,,,,,,
AS14.13,2014-03-01,,,,,,,,,,,
AS14.13,2014-03-02,,,,,,,,,,,
AS14.13,2014-03-03,,,,,,,,,,,
AS14.13,2014-03-04,,,,,,,,,,,
AS14.13,2014-03-05,,,,,,,,,,,
AS14.13,2014-03-06,,,,,,,,,,,
AS14.13,2014-03-07,,,,,,,,,,,
AS14.13,2014-03-08,,,,,,,,,,,
AS14.13,2014-03-09,,,,,,,,,,,
AS14.13,2014-03-10,,,,,,,,,,,
AS14.13,2014-03-11,,,,,,,,,,,
AS14.13,2014-03-12,,,,,,,,,,,
AS14.13,2014-03-13,,5.882999999999999,32.56,36.754,31.060499999999998,174.092,,-2.0,1.0,7.0,37.2939999103546
AS14.13,2014-03-14,,7.3285,13.1325,50.052,24.084,33.2035,9.998,0.0,2.0,8.0,18.9594999551773
AS14.13,2014-03-15,,6.05,14.2955,10.085,16.037,20.887999999999998,,1.0,0.0,7.0,11.93249988555905
AS14.13,2014-03-16,,3.4405,16.36,37.964,21.107,23.787,,-1.0,0.0,6.0,37.708999872207606
AS14.13,2014-03-17,,3.074,11.058,,5.624,5.914,50.943,1.0,1.0,7.0,5.802500009536745
AS14.13,2014-03-18,,4.159000000000001,11.505,1232.164,11.054,8.07,,0.0,1.0,7.0,5.449000000953674
AS14.13,2014-03-19,,5.178,12.147,78.692,11.235,4.644,,-1.0,1.0,8.0,29.801500082016
AS14.13,2014-03-20,0.28205128205128205,3.5655,9.027999999999999,16.3935,10.8825,23.206000000000003,,1.0,1.0,8.0,18.6979999542236
AS14.13,2014-03-21,0.071078431372549,2.031,22.2305,45.713,7.720000000000001,5.2585,23.503,1.0,2.0,8.0,36.192500114440904
AS14.13,2014-03-22,0.0909090909090909,8.466000000000001,13.37,32.655,16.322,28.136,,1.0,2.0,8.0,39.00999999046325
AS14.13,2014-03-23,0.0,14.171,9.907,42.093,9.526,40.558,,2.0,1.0,7.0,30.641999959945696
AS14.13,2014-03-24,0.272058823529412,5.141,10.491,2.62,8.935,12.622,,1.0,2.0,9.0,29.6740000247955
AS14.13,2014-03-25,0.04901960784313725,4.473,27.851,16.816499999999998,4.2989999999999995,5.119,6.206,1.0,2.0,8.0,29.828999996185303
AS14.13,2014-03-26,0.17647058823529396,3.1304999999999996,15.081999999999999,198.39,9.348500000000001,3.115,,-2.0,1.0,9.0,17.963999986648602
AS14.13,2014-03-27,0.0579710144927536,8.8625,8.9525,41.1875,10.191,21.061,289.617,-1.0,1.0,7.0,29.7009999752045
AS14.13,2014-03-28,0.355769230769231,5.204,9.068999999999999,59.208,5.027,28.147,3.0235,-1.0,1.0,8.0,8.33500003814697
AS14.13,2014-03-29,0.2653846153846155,5.1274999999999995,19.9515,49.9835,13.252,8.699,,-2.0,1.0,7.0,30.7850000858307
AS14.13,2014-03-30,0.08116883116883114,5.043,13.892000000000001,29.87,9.3845,8.4125,,-1.0,1.0,7.0,31.45149993896485
AS14.13,2014-03-31,0.1676470588235295,5.111000000000001,6.37,58.66,6.692500000000001,13.139499999999998,,-1.0,1.0,7.0,15.75599992275235
AS14.13,2014-04-01,0.347222222222222,5.4855,7.409,5.189,9.64,6.1905,,-1.5,1.0,7.5,6.295000076293945
AS14.13,2014-04-02,0.2792207792207795,5.204,9.757,8.4025,8.894,4.718999999999999,,-1.0,1.0,7.0,26.6300001144409
AS14.13,2014-04-03,0.125,5.257000000000001,9.972,368.455,6.522,10.357000000000001,,0.0,1.0,7.0,15.023000001907349
AS14.13,2014-04-04,0.015625,3.072,13.167,81.21300000000001,5.968,4.4945,,-1.0,1.0,8.0,12.485999941825849
AS14.13,2014-04-05,0.1339285714285715,3.315,11.402000000000001,5.862,5.06,19.918,,0.0,1.0,7.0,33.1410000324249
AS14.13,2014-04-06,0.245,9.6935,7.336499999999999,5.648,3.856,2.0934999999999997,45.37,0.5,1.0,6.0,21.21750009059905
AS14.13,2014-04-07,0.25,9.077,10.195,103.076,39.602500000000006,48.906499999999994,,-1.0,1.0,8.0,30.1679999828339
AS14.13,2014-04-08,0.0434782608695652,3.825,14.163499999999999,84.5175,5.812000000000001,5.024,,1.0,1.0,8.0,27.86800003051755
AS14.13,2014-04-09,0.135593220338983,6.8774999999999995,19.49,30.421999999999997,28.0395,6.21,,-1.0,1.0,8.0,31.64450001716615
AS14.13,2014-04-10,0.1515151515151515,8.1425,8.208,,5.051,3.795,,1.0,1.0,8.0,23.2590000629425
AS14.13,2014-04-11,0.5,3.5625,7.042999999999999,,10.058,13.775,,1.0,1.0,7.0,11.0
AS14.13,2014-04-12,0.0689393939393939,6.229,9.1725,62.2175,14.979000000000001,10.395999999999999,,1.0,1.0,7.0,29.7880001068115
AS14.13,2014-04-13,0.1289473684210525,5.4475,15.89,,7.9350000000000005,8.339500000000001,,1.0,1.0,7.0,29.842999935150146
AS14.13,2014-04-14,0.129032258064516,10.382,8.072,,8.593,4.455,,-1.0,1.0,7.0,12.817999839782699
AS14.13,2014-04-15,0.166666666666667,5.9079999999999995,8.129,,3.1165,60.56399999999999,,-1.0,0.0,6.0,11.1935000419617
AS14.13,2014-04-16,0.33333333333333304,6.693,7.117000000000001,,10.285,10.595999999999998,,-0.5,1.0,6.0,16.33050000667575
AS14.13,2014-04-17,0.0,4.516,10.184,73.766,13.539000000000001,10.163,,-1.0,1.0,6.0,44.5880000591278
AS14.13,2014-04-18,0.0,11.437999999999999,4.074,,3.587,5.0465,,-1.0,-1.0,3.5,7.13749992847443
AS14.13,2014-04-19,0.25,17.813,13.2335,55.39549999999999,15.440000000000001,24.451,15.463,-1.0,1.0,7.0,30.039499878883348
AS14.13,2014-04-20,0.0714285714285714,3.185,8.737,5.725,3.0585,29.307,,-2.0,1.0,7.0,16.32400012016295
AS14.13,2014-04-21,0.0806451612903226,4.9295,11.193,,7.481,4.08,21.873,-2.0,1.0,7.0,30.1309998035431
AS14.13,2014-04-22,0.1917562724014335,5.653,4.651,,8.03,6.579000000000001,,-1.0,1.0,5.5,10.217000126838686
AS14.13,2014-04-23,0.4444444444444445,7.1339999999999995,5.733,,4.628500000000001,4.0794999999999995,70.98899999999999,-1.0,1.0,7.0,10.015999913215635
AS14.13,2014-04-24,0.45,7.026,9.6555,,9.539,4.9830000000000005,,2.0,1.0,8.0,16.4649999141693
AS14.13,2014-04-25,0.375,7.567500000000001,8.546,,16.8915,20.999,,-1.0,1.0,7.5,14.5969998836517
AS14.13,2014-04-26,0.03125,4.173,22.6625,,19.516,17.909000000000002,5.0845,-2.0,2.0,9.0,30.0694999694824
AS14.13,2014-04-27,0.1950757575757575,19.119500000000002,20.223,,17.256999999999998,47.354,45.474999999999994,-1.0,1.5,8.0,50.2119998931885
AS14.13,2014-04-28,0.157894736842105,24.698,24.236,,16.0425,38.433,45.748999999999995,-2.0,1.0,8.0,64.82899999618529
AS14.13,2014-04-29,0.21127502634351952,14.072,13.1525,,4.8774999999999995,7.841,33.7675,-1.0,1.0,8.5,30.036000013351398
AS14.13,2014-04-30,0.19047619047619,10.7075,14.139000000000001,,19.7795,24.367,31.892,-1.0,1.0,8.0,31.677000045776403
AS14.13,2014-05-01,0.107142857142857,12.731,10.9985,,10.079,29.97,30.561999999999998,-2.0,2.0,8.0,32.7139999866486
AS14.13,2014-05-02,0.0625,7.6,17.434,,10.302,7.577499999999999,27.87,-2.0,1.0,8.0,30.170000076293945
AS14.13,2014-05-03,,1.72,1.095,,,4.31,,-0.5,1.0,7.0,1.73900008201599
AS14.13,2014-05-04,,,,,,,,-1.0,1.0,8.0,
AS14.14,2014-02-17,,,,,,,,,,,
AS14.14,2014-02-18,,,,,,,,,,,
AS14.14,2014-02-19,,,,,,,,,,,
AS14.14,2014-02-20,,,,,,,,,,,
AS14.14,2014-02-21,,,,,,,,,,,
AS14.14,2014-02-22,,,,,,,,,,,
AS14.14,2014-02-23,,,,,,,,,,,
AS14.14,2014-02-24,,,,,,,,,,,
AS14.14,2014-02-25,,,,,,,,,,,
AS14.14,2014-02-26,,,,,,,,,,,
AS14.14,2014-02-27,,,,,,,,,,,
AS14.14,2014-02-28,,,,,,,,,,,
AS14.14,2014-03-01,,,,,,,,,,,
AS14.14,2014-03-02,,,,,,,,,,,
AS14.14,2014-03-03,,,,,,,,,,,
AS14.14,2014-03-04,,,,,,,,,,,
AS14.14,2014-03-05,,,,,,,,,,,
AS14.14,2014-03-06,,,,,,,,,,,
AS14.14,2014-03-07,,,,,,,,,,,
AS14.14,2014-03-08,,,,,,,,,,,
AS14.14,2014-03-09,,,,,,,,,,,
AS14.14,2014-03-10,,,,,,,,,,,
AS14.14,2014-03-11,,,,,,,,,,,
AS14.14,2014-03-12,,,,,,,,,,,
AS14.14,2014-03-13,,,,,,,,,,,
AS14.14,2014-03-14,,,,,,,,,,,
AS14.14,2014-03-15,,,,,,,,,,,
AS14.14,2014-03-16,,,,,,,,,,,
AS14.14,2014-03-17,,,,,,,,,,,
AS14.14,2014-03-18,,,,,,,,,,,
AS14.14,2014-03-19,,,,,,,,,,,
AS14.14,2014-03-20,,,,,,,,1.0,1.0,7.0,
AS14.14,2014-03-21,0.130890804597701,4.314500000000001,31.2965,6.087999999999999,52.3,26.412,63.638000000000005,-1.0,1.0,7.0,14.62300002574925
AS14.14,2014-03-22,0.054166666666666655,5.054,39.957499999999996,11.052,14.494499999999999,20.108,,-1.0,0.0,6.0,20.682000041008
AS14.14,2014-03-23,0.016666666666666666,6.117000000000001,34.354,11.074000000000002,20.1825,11.068,,-1.0,0.0,6.0,14.022000074386598
AS14.14,2014-03-24,0.04201977401129945,4.019,32.704,16.999000000000002,9.201,28.195999999999998,32.33,-1.5,0.0,6.5,28.451999902725202
AS14.14,2014-03-25,0.025657894736842102,3.1395,28.79,,20.945999999999998,20.102,41.233999999999995,-1.0,0.5,6.5,35.356999874115004
AS14.14,2014-03-26,0.06271008403361344,4.012,30.163,17.612000000000002,27.16,18.0965,2.9494999999999996,-1.0,1.0,7.0,30.261000156402602
AS14.14,2014-03-27,0.03785310734463275,4.021,33.306999999999995,245.31099999999998,11.095,18.6925,1.008,-1.0,1.0,7.0,33.6820001602173
AS14.14,2014-03-28,0.054166666666666696,4.038,30.135,80.964,17.079,19.14,,-1.0,1.0,6.0,33.4789998531342
AS14.14,2014-03-29,0.042307692307692296,4.082000000000001,23.589499999999997,5.725,7.614,108.65299999999999,,0.0,1.0,8.0,15.2330000400543
AS14.14,2014-03-30,0.0,9.13,10.241499999999998,,5.578999999999999,,,-1.0,1.0,6.5,16.3050000667572
AS14.14,2014-03-31,0.0,7.042,21.204,,9.049,,,-0.5,1.0,7.0,29.957500100135796
AS14.14,2014-04-01,0.0,7.5585,7.602,,8.014,32.446,,0.0,1.0,6.0,10.3810000419617
AS14.14,2014-04-02,0.0,10.17,18.295,,7.0335,35.866,,-1.0,1.0,7.0,10.53250002861025
AS14.14,2014-04-03,0.012787356321839066,9.068999999999999,34.215,,10.6445,46.582,,-0.5,1.0,7.0,23.2170000076294
AS14.14,2014-04-04,0.0,10.941500000000001,18.144000000000002,,5.667,,,-1.0,1.0,7.5,16.748999953269948
AS14.14,2014-04-05,0.0,9.8385,35.152,,12.064,17.9925,,-2.0,1.0,7.0,11.44549989700315
AS14.14,2014-04-06,0.0,9.477,23.9735,,8.035,12.5845,,-1.0,1.0,7.0,10.5879998207092
AS14.14,2014-04-07,0.0,4.196,10.597000000000001,,10.558,18.333,,-1.0,1.0,7.0,16.8460001945496
AS14.14,2014-04-08,0.0,8.272,21.069000000000003,,9.031,,,-1.0,1.0,7.0,10.2984999418259
AS14.14,2014-04-09,0.0,7.1770000000000005,20.144000000000002,,7.6685,13.054,,1.0,1.0,8.0,38.4909999370575
AS14.14,2014-04-10,0.004166666666666665,10.008,18.882,,7.096,29.299,,-1.0,1.0,7.0,10.265999794006301
AS14.14,2014-04-11,0.0,7.919,19.197,,12.043,11.092,,1.0,1.0,8.0,15.066999912261998
AS14.14,2014-04-12,0.0,9.1175,,,11.119499999999999,,,0.0,1.0,7.5,16.23800003528595
AS14.14,2014-04-13,0.0,14.8475,,,,,,,,,14.86149990558625
AS14.14,2014-04-14,0.0,7.528,40.208,,17.719,,,0.0,1.0,7.5,20.4539999961853
AS14.14,2014-04-15,0.0,10.026,52.448,,3.222,6.245,,-1.0,0.0,6.0,10.4175000190735
AS14.14,2014-04-16,0.0,10.175999999999998,13.135,,12.564,,,1.0,0.5,6.0,17.591500043869
AS14.14,2014-04-17,0.0,7.547000000000001,10.052,,11.047,18.177,,0.0,0.0,6.0,20.1630001068115
AS14.14,2014-04-18,0.0,8.0235,19.6065,,14.21,,,-1.0,0.0,6.5,20.2590000629425
AS14.14,2014-04-19,0.0,5.042,8.133,,9.622499999999999,,,0.5,1.0,7.0,28.34800004959105
AS14.14,2014-04-20,0.0,8.0705,27.155,,13.100000000000001,,,-1.0,0.5,7.5,34.1255000829697
AS14.14,2014-04-21,0.0,7.504,25.677500000000002,,8.058,18.149,,0.5,1.0,7.0,10.210000038147
AS14.14,2014-04-22,0.0,6.912,11.2315,,8.04,99.48300000000002,,-1.0,1.0,7.0,14.5954999923706
AS14.14,2014-04-23,0.0,10.3225,12.3125,,15.097000000000001,14.192,47.435,-1.0,0.0,7.0,17.047999858856198
AS14.14,2014-04-24,0.0,8.022,18.178,,16.636,,26.223999999999997,0.0,1.0,7.0,26.663999915123
AS14.14,2014-04-25,0.0,6.029,15.085999999999999,,8.071,,,1.0,1.0,8.0,22.826999902725202
