id,days,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.other,appCat.social,appCat.travel,circumplex.arousal,circumplex.valence,mood,screen,total_calls,total_sms,final_mood
AS14.05,day 58 to 63,0.03732782369146005,12.817499999999999,13.967,1.234,9.765,46.303000000000004,5.029,-1.0,1.0,7.0,20.81700015068055,1.0,,7.0
AS14.05,day 59 to 64,0.01333767078724787,15.6525,7.6475,2.1129999999999995,7.535,22.6055,,1.0,1.0,7.0,7.516999959945679,,1.0,7.0
AS14.05,day 60 to 65,0.0,6.2765,15.944500000000001,2.0385,7.707000000000001,32.624,,-1.0,1.0,7.0,20.7000000476837,,1.0,7.0
AS14.05,day 61 to 66,0.008814849332090709,14.332,12.197000000000001,2.026,9.218,59.816,,-1.0,1.0,7.0,21.866500020027203,,,8.0
AS14.05,day 62 to 67,0.034935163996948904,10.071,12.353000000000002,2.0115,10.092,19.048,,-1.0,1.0,8.0,13.221500039100649,3.0,,8.0
AS14.05,day 63 to 68,0.004854368932038835,3.0269999999999997,17.105,1.9329999999999998,13.216,4.071,,-1.0,1.0,8.0,8.878999948501589,2.0,1.0,7.0
AS14.05,day 64 to 69,0.0,13.081,10.175,1.855,11.08,21.0855,,0.0,1.0,7.0,16.3369998931885,,,7.0
AS14.05,day 65 to 70,0.0,11.764,8.108,2.025,8.6045,48.453500000000005,,-1.0,1.0,7.0,17.0060000419617,1.0,,7.0
AS14.05,day 66 to 71,0.0,,10.554,1.062,8.187000000000001,77.2845,,0.0,1.0,7.0,11.50800001621245,,,7.0
AS14.05,day 67 to 72,0.0,11.287,14.9885,1.274,11.1405,6.492999999999999,,0.0,1.0,7.0,15.8849999904633,,,7.0
AS14.05,day 68 to 73,0.0,22.858,13.494000000000002,1.39,8.413,87.691,,0.0,1.0,7.0,22.77850008010865,,,7.0
AS14.05,day 69 to 74,0.0,26.683999999999997,25.575499999999998,3.0069999999999997,19.148,16.5975,,0.0,1.0,7.0,63.199000000953646,1.0,7.0,7.0
AS14.05,day 70 to 75,0.0081967213114754,9.065,14.982999999999999,2.012,7.211499999999999,19.545,,0.5,1.0,7.0,20.100999832153303,,5.0,6.5
AS14.05,day 71 to 76,0.0,5.2860000000000005,15.198,2.0125,9.0845,5.053999999999999,,-0.5,1.0,6.5,13.8829998970032,2.0,,6.0
AS14.06,day 31 to 36,0.0333333333333333,5.027,21.455,4.047,21.826,27.163999999999998,,-1.0,0.0,7.0,66.422000169754,3.0,,7.0
AS14.06,day 32 to 37,0.09583333333333335,55.93,22.7825,2.0264999999999995,16.664,24.428,,0.0,0.0,7.0,34.618999958038344,,,8.0
AS14.06,day 33 to 38,0.04583333333333335,5.031000000000001,15.093,2.02,11.165,42.425,31.668000000000003,0.5,1.5,8.0,19.652999877929698,2.0,,7.0
AS14.06,day 34 to 39,0.075,7.0360000000000005,35.745999999999995,2.137,9.073,20.627000000000002,,0.5,0.5,7.0,65.6725000143051,1.0,,7.0
AS14.06,day 35 to 40,0.0833333333333333,6.019,25.770500000000002,2.0625,8.055,40.738,40.0075,-1.0,1.0,7.0,23.1464998722076,,1.0,8.0
AS14.06,day 36 to 41,0.05,3.055,24.213,2.015,9.581,22.7315,,0.0,1.0,8.0,27.996999979019197,,,8.0
AS14.06,day 37 to 42,0.16666666666666652,10.037,14.6715,3.009,8.095,34.4905,,0.0,1.0,8.0,51.763999938964794,1.0,4.0,7.0
AS14.06,day 38 to 43,0.108333333333333,9.138,16.143,2.016,10.068999999999999,26.7425,,-1.0,0.0,7.0,19.896999835968,1.0,,7.5
AS14.06,day 39 to 44,0.204166666666667,5.13,29.195,2.019,10.126,36.4065,,0.0,0.5,7.5,40.482999920845,3.0,,7.0
AS14.06,day 40 to 45,0.09583333333333335,20.564,25.762,2.009,10.123,43.0705,22.122,-1.0,1.0,7.0,43.251000165939296,4.0,,7.0
AS14.06,day 41 to 46,0.275,8.121,30.673000000000002,2.008,9.1325,19.733,41.879000000000005,0.0,0.0,7.0,41.01900005340575,2.0,,7.0
AS14.06,day 42 to 47,0.0666666666666667,5.048,23.585,2.0135,8.096,35.564,47.035,-1.0,0.0,7.0,62.5129998922348,,,7.0
AS14.06,day 43 to 48,0.02083333333333335,16.174,11.904499999999999,2.015,13.243,38.057500000000005,21.482,-1.0,1.0,7.0,14.825999975204502,2.0,,7.0
AS14.06,day 44 to 49,0.00833333333333333,8.094000000000001,22.229,2.015,9.08,31.169,,-1.0,0.0,7.0,9.58500003814697,1.0,,6.0
AS14.06,day 45 to 50,0.158333333333333,3.032,26.103,2.012,8.126,27.8315,20.729499999999998,-1.0,0.0,6.0,56.9119999408722,3.0,,7.0
AS14.06,day 46 to 51,0.125,16.491,32.17100000000001,2.023,13.181,26.241,,-1.0,0.0,7.0,30.069000005722,4.0,1.0,7.0
AS14.06,day 47 to 52,0.07179487179487179,23.139,33.327,2.75,12.161,34.4315,123.808,0.0,1.0,7.0,56.9170000553131,1.0,,8.0
AS14.06,day 48 to 53,0.13333333333333316,44.932500000000005,20.822499999999998,2.0140000000000002,9.088,37.742,25.391,0.0,1.0,8.0,59.1689999103546,1.0,4.0,8.0
AS14.06,day 49 to 54,0.195652173913043,6.031000000000001,24.0205,2.06,8.13,18.326,27.358999999999998,0.0,1.0,8.0,13.7230000495911,,,8.0
AS14.06,day 50 to 55,0.108333333333333,8.794,18.586,2.258,9.042,12.120000000000001,35.44349999999999,1.0,1.0,8.0,44.69799995422365,,,7.0
AS14.06,day 51 to 56,0.39117231638418104,12.894499999999999,31.151,2.008,8.577,49.376000000000005,30.581000000000003,-1.5,0.5,7.0,32.0420000553131,2.0,,7.0
AS14.06,day 52 to 57,0.10501412429378501,8.6725,23.4415,2.0075,9.7495,42.246,,-0.5,1.0,7.0,28.89750003814695,2.0,,7.0
AS14.06,day 53 to 58,0.21666666666666698,7.191,22.993,2.0115,8.048,30.0355,18.202,-1.0,1.0,7.0,34.9049999713898,5.0,1.0,8.0
AS14.06,day 54 to 59,0.08364845938375351,9.099,25.464000000000002,2.011,10.1365,22.096,18.3975,0.0,1.0,8.0,51.37600004673004,1.0,,7.0
AS14.06,day 55 to 60,0.0916666666666667,8.583,28.693,2.012,37.759,21.148000000000003,37.3,0.0,1.0,7.0,63.28949987888335,1.0,,6.5
AS14.06,day 56 to 61,0.04583333333333335,19.425,33.426,2.0269999999999997,10.11,33.1515,21.122,-1.0,1.0,6.5,42.2055000066757,3.0,,7.0
AS14.06,day 57 to 62,0.033333333333333354,14.145,22.612,2.012,9.12,35.365,116.22200000000001,0.0,1.0,7.0,17.57449996471405,4.0,,9.0
AS14.06,day 58 to 63,0.0166666666666667,9.6945,7.132000000000001,2.1719999999999997,8.61,22.416999999999998,,1.0,1.0,9.0,23.1340000629425,,,7.0
AS14.06,day 59 to 64,0.0666666666666667,6.74,18.444499999999998,2.019,9.155,31.27,20.272,1.0,1.0,7.0,26.875,1.0,,6.0
AS14.06,day 60 to 65,0.1,18.265,26.449,2.2510000000000003,10.302999999999999,28.745,63.703,-1.0,1.0,6.0,46.04650008678435,6.0,1.0,7.0
AS14.06,day 61 to 66,0.075,8.0215,41.2285,2.015,10.643,33.32,59.617,0.0,1.0,7.0,72.99699997901921,4.0,,8.0
AS14.06,day 62 to 67,0.271186440677966,34.5775,24.305,2.0069999999999997,27.68,20.12,27.973,-0.5,1.0,8.0,22.53400003910065,5.0,3.0,7.0
AS14.06,day 63 to 68,0.125,16.168,20.233,2.013,7.529999999999999,42.681000000000004,75.6735,-1.0,1.0,7.0,30.51349997520445,3.0,,7.0
AS14.06,day 64 to 69,0.23333333333333303,7.093999999999999,21.326,2.0265,8.053999999999998,12.038,878.423,0.0,1.0,7.0,12.4720001220703,10.0,1.0,7.0
AS14.06,day 65 to 70,0.0416666666666667,,39.3615,1.8559999999999999,8.035,45.6445,83.32,-1.0,1.0,7.0,9.156499981880184,,,7.0
AS14.06,day 66 to 71,0.06666666666666665,10.588,33.85,2.005,7.5775,17.6545,,0.0,1.0,7.0,32.2000000476837,,,7.5
AS14.06,day 67 to 72,0.1208333333333335,8.6325,23.4175,2.0135,8.5435,20.163,,0.0,1.0,7.5,33.3040001392365,2.0,,7.0
AS14.06,day 68 to 73,0.0357142857142857,11.0755,28.811999999999998,2.04,9.084,43.306999999999995,63.787,-1.0,1.0,7.0,63.6414999961853,1.0,,8.0
AS14.06,day 69 to 74,0.341666666666667,11.682,20.549,3.009,6.019,45.178000000000004,20.575,0.0,1.0,8.0,21.353999853134198,2.0,,7.0
AS14.06,day 70 to 75,0.09270833333333335,11.9605,25.868499999999997,2.0140000000000002,7.042999999999999,51.59,35.761,-1.0,1.0,7.0,36.5079998970032,4.0,,6.5
AS14.06,day 71 to 76,0.116666666666667,2.0045,17.2135,2.0095,9.6445,45.31999999999999,,-1.0,0.0,6.5,16.595999956131,,,8.0
AS14.06,day 72 to 77,0.0875,19.8065,17.6195,2.01,14.222999999999999,99.167,4.015,-1.0,1.0,8.0,20.1370000839233,,,7.0
AS14.06,day 75 to 80,0.0416666666666667,5.03,35.621,2.011,30.546499999999998,24.159000000000002,,-0.5,0.5,7.0,34.61050009727475,2.0,3.0,7.0
AS14.07,day -3 to 2,,5.0655,6.058999999999999,108.915,18.549,193.11849999999998,28.554000000000002,-1.0,1.0,7.0,6.82999992370605,,2.0,5.0
AS14.07,day -2 to 3,,5.166,5.222,58.733,10.056000000000001,59.339,,-1.0,-0.5,5.0,5.23300004005432,,,6.5
AS14.07,day -1 to 4,,5.034,12.047999999999998,96.3,9.032,34.131,6.02,0.5,0.5,6.5,11.1790001392365,,1.0,7.0
AS14.07,day 0 to 5,,4.013999999999999,5.254,60.052,9.029,75.852,,-0.5,0.5,7.0,5.25849997997284,,,7.5
AS14.07,day 1 to 6,,3.1425,5.223,180.971,49.6325,63.269,307.123,0.0,1.5,7.5,5.23299980163574,,,8.0
AS14.07,day 2 to 7,,5.166,5.268,106.35700000000001,8.041,59.297,58.215,0.5,1.0,8.0,5.2730000019073495,,9.0,8.0
AS14.07,day 3 to 8,0.09444444444444444,4.141,5.251,147.797,15.2835,104.92299999999999,,0.0,1.0,8.0,5.24500012397766,8.0,,7.0
AS14.07,day 4 to 9,0.02916666666666665,4.859999999999999,5.3135,233.252,11.029499999999999,82.5335,65.46700000000001,0.0,1.0,7.0,5.3119999170303345,8.0,4.0,7.5
AS14.07,day 5 to 10,0.03376436781609195,4.088,5.303999999999999,261.867,13.065999999999999,66.3,25.883999999999997,0.5,0.5,7.5,5.4210000038147,2.0,8.0,9.0
AS14.07,day 6 to 11,0.012500000000000015,7.0275,6.9145,38.172,12.5515,40.257,20.065,1.0,2.0,9.0,18.157999992370602,1.0,,7.0
AS14.07,day 7 to 12,0.00833333333333335,5.0195,15.047,59.4565,15.368500000000001,68.082,35.604,1.0,1.0,7.0,53.5950000286102,,5.0,7.0
AS14.07,day 8 to 13,0.0,2.7239999999999998,12.302,241.83200000000002,9.5425,81.46099999999998,13.847499999999998,0.5,0.0,7.0,5.28949999809265,2.0,1.0,5.5
AS14.07,day 9 to 14,0.004166666666666665,5.128500000000001,5.457999999999999,235.48950000000002,13.553999999999998,103.465,87.329,-1.0,0.5,5.5,5.486999988555911,5.0,1.0,7.0
AS14.07,day 10 to 15,0.0246951219512195,4.02,5.2445,184.476,10.029,66.404,,-1.0,1.0,7.0,5.28100001811981,,7.0,5.0
AS14.07,day 11 to 16,0.0166666666666667,4.034,8.053999999999998,317.999,12.587,32.226,130.356,-1.0,0.5,5.0,12.75,16.0,4.0,6.0
AS14.07,day 12 to 17,0.01666666666666665,4.013,8.027999999999999,59.478,7.023,63.1315,92.54,0.0,0.0,6.0,10.66699993610382,3.0,1.0,7.0
AS14.07,day 13 to 18,0.012162876784769953,4.023,5.2330000000000005,77.25399999999999,10.171,118.689,80.289,-0.5,0.0,7.0,8.134999990463259,5.0,1.0,5.5
AS14.07,day 14 to 19,0.0423850574712644,4.031000000000001,15.06,62.9705,31.084,63.358000000000004,58.770500000000006,0.0,0.5,5.5,5.583500027656555,13.0,6.0,7.0
AS14.07,day 15 to 20,0.00833333333333333,5.0280000000000005,5.248,132.42,10.027999999999999,53.324,,0.0,1.0,7.0,9.9430000782013,2.0,1.0,5.0
AS14.07,day 16 to 21,0.004166666666666665,4.871499999999999,12.06,63.771,10.078,79.29899999999999,,0.0,0.0,5.0,9.293499946594238,,3.0,7.0
AS14.07,day 17 to 22,0.020628415300546453,3.8489999999999998,6.605,42.8915,14.152999999999999,146.20049999999998,,0.0,1.0,7.0,7.410000085830691,,,7.0
AS14.07,day 18 to 23,0.00833333333333333,3.6799999999999997,9.554,13.106,9.0845,42.3895,,-1.0,1.0,7.0,10.869999885559098,3.0,1.0,7.0
AS14.07,day 19 to 24,0.0,4.036,7.0665,221.75099999999998,9.022,57.26,22.179000000000002,0.0,0.0,7.0,5.294000148773191,4.0,5.0,3.5
AS14.07,day 20 to 25,0.0,4.5184999999999995,5.2245,1730.2720000000002,11.529,69.4,21.401999999999997,0.5,-1.0,3.5,8.76300001144409,2.0,,7.0
AS14.07,day 21 to 26,0.07955182072829134,4.118,11.68,159.347,45.136,118.625,27.198,0.0,1.0,7.0,9.94500017166138,2.0,11.0,7.0
AS14.07,day 22 to 27,0.0,5.109,5.2139999999999995,146.495,7.026,127.74600000000001,,0.0,1.0,7.0,5.22499990463257,5.0,,6.0
AS14.07,day 23 to 28,0.016666666666666666,5.133,7.037000000000001,212.72400000000002,7.068,89.03999999999999,,0.0,1.0,6.0,5.78399991989136,1.0,1.0,6.0
AS14.07,day 24 to 29,0.0,5.018,5.297,38.428,17.039,168.385,,-1.0,1.0,6.0,5.24650001525879,1.0,,5.0
AS14.07,day 25 to 30,0.054166666666666655,3.9115,9.39,118.3885,12.029000000000002,66.018,,-1.0,0.0,5.0,9.392999887466429,1.0,8.0,4.0
AS14.07,day 26 to 31,0.00833333333333335,2.553,5.3020000000000005,,8.026,114.383,33.254,-1.0,0.0,4.0,5.223999977111821,2.0,,5.0
AS14.07,day 27 to 32,0.0,7.037000000000001,13.059000000000001,822.8045,14.057,70.28,,-1.0,0.0,5.0,32.3659999370575,1.0,2.0,7.5
AS14.07,day 30 to 35,0.0,5.026,10.631499999999999,129.9065,9.0505,45.17100000000001,333.368,-0.5,0.5,6.5,5.29200005531311,,,6.0
AS14.07,day 31 to 36,0.0,5.135,15.911,383.2215,14.141,27.144000000000002,68.256,0.0,0.0,6.0,7.79500007629395,,2.0,6.5
AS14.07,day 32 to 37,0.0,3.4815,14.11,62.2135,7.54,74.98150000000001,81.312,0.0,0.5,6.5,15.5975000858307,5.0,,5.5
AS14.07,day 33 to 38,0.004166666666666665,3.036,9.3635,182.67,7.021,121.555,,-0.5,0.5,5.5,6.77300000190735,3.0,1.0,2.0
AS14.07,day 34 to 39,0.0,3.6630000000000003,5.2139999999999995,,8.038,59.696000000000005,,0.0,-1.0,2.0,8.771000027656555,6.0,,6.0
AS14.07,day 35 to 40,0.0,2.177,5.513,692.2,11.078,7.5280000000000005,,0.0,0.0,6.0,5.233500003814701,,,6.0
AS14.07,day 36 to 41,0.0,6.018,5.329,56.269000000000005,20.054000000000002,138.1335,,0.0,0.0,6.0,6.728000044822689,1.0,1.0,7.0
AS14.07,day 39 to 44,0.016807909604519798,6.029,8.032,316.64599999999996,8.033,38.114000000000004,,-2.0,0.0,5.0,5.25800013542175,,1.0,5.0
AS14.07,day 40 to 45,0.0,5.013999999999999,10.061,118.38600000000001,12.571,60.001000000000005,,-2.0,0.0,5.0,5.23499989509583,,,6.0
AS14.07,day 41 to 46,0.004166666666666665,4.039,5.2170000000000005,166.687,16.05,93.41,,-1.0,0.5,6.0,5.22499990463257,,,6.5
AS14.07,day 42 to 47,0.0,5.0489999999999995,5.249,151.789,9.033999999999999,68.192,,0.0,0.5,6.5,17.774000048637397,1.0,,8.0
AS14.07,day 43 to 48,0.05833333333333335,4.06,33.8095,5.056,9.085,50.799,,-1.0,1.0,8.0,63.193500041961656,,,5.5
AS14.08,day 12 to 17,,,,,,,,0.0,1.0,7.0,,,,7.0
AS14.08,day 13 to 18,,,,,,,,-1.0,0.5,7.0,,,13.0,7.0
AS14.08,day 14 to 19,,,,,,,,1.0,1.0,7.0,,,3.0,7.5
AS14.08,day 15 to 20,,,,,,,,0.0,1.5,7.5,,,,7.5
AS14.08,day 16 to 21,,,,,,,,-1.0,0.5,7.5,,,1.0,6.5
AS14.08,day 17 to 22,,,,,,,,-1.0,1.0,6.5,,,3.0,7.0
AS14.08,day 18 to 23,,,,,,,,1.0,1.0,7.0,,,3.0,7.0
AS14.08,day 19 to 24,,,,,,,,2.0,1.0,7.0,,,1.0,7.0
AS14.08,day 20 to 25,,5.175,8.696,,8.0805,23.223000000000003,42.54,-1.0,1.0,7.0,48.203999996185296,,20.0,7.0
AS14.08,day 21 to 26,,6.093999999999999,6.443,,7.7225,13.2275,58.616,-1.0,1.0,7.0,43.83550000190735,,2.0,7.0
AS14.08,day 22 to 27,,3.3135,5.9544999999999995,38.795,8.536999999999999,30.595,,-1.0,1.0,7.0,43.6145000457764,,2.0,5.5
AS14.08,day 23 to 28,,4.038,6.8665,,7.0635,41.593,,-0.5,0.5,5.5,47.0980000495911,,,5.5
AS14.08,day 24 to 29,0.0,3.2025,11.162,,7.303000000000001,36.598,,0.0,0.5,5.5,17.6229999065399,,,7.0
AS14.08,day 25 to 30,0.0,3.0860000000000003,7.747000000000001,3.011,6.784,11.280999999999999,,-0.5,1.0,7.0,20.250999927520798,1.0,,6.0
AS14.08,day 26 to 31,0.0,4.796,12.439,2.4415,7.1745,64.441,,0.0,1.0,6.0,15.67199993133545,,1.0,7.0
AS14.08,day 27 to 32,0.0,3.3280000000000003,8.615,,8.941,9.5235,,-1.0,1.0,7.0,17.8340001106262,,,7.0
AS14.08,day 28 to 33,0.0,17.34,6.885,,6.4915,13.154000000000002,,-1.0,1.0,7.0,27.9009999036789,,4.0,7.0
AS14.08,day 29 to 34,0.0,3.275,4.0535,,6.875,35.1565,89.93799999999999,0.0,1.0,7.0,7.05350005626679,,,7.0
AS14.08,day 30 to 35,0.01673669467787115,3.3145,4.071000000000001,,7.257000000000001,18.033,26.6255,-1.0,1.0,7.0,14.9159998893738,2.0,,7.0
AS14.08,day 31 to 36,0.0,3.008,6.4815,,8.047,7.6195,,-1.0,1.0,7.0,6.25700008869171,,,7.0
AS14.08,day 32 to 37,0.0,4.056,6.573,81.959,5.152,5.925,,-0.5,1.0,7.0,12.106000185012801,,2.0,5.5
AS14.08,day 33 to 38,0.0,4.023,5.484999999999999,,9.628,19.216,,0.0,0.0,5.5,18.64650011062625,,4.0,7.0
AS14.08,day 34 to 39,0.02100840336134455,3.3994999999999997,6.9695,,8.047,18.625500000000002,,-1.0,1.0,7.0,17.0954999923706,,12.0,7.0
AS14.08,day 35 to 40,0.0,4.0245,7.019,,8.03,18.088,,0.0,1.0,7.0,9.918500065803517,1.0,6.0,8.0
AS14.08,day 36 to 41,0.0,5.0280000000000005,7.5435,2.0105,6.8629999999999995,18.7245,,0.0,1.0,8.0,18.8879998922348,,2.0,7.0
AS14.08,day 37 to 42,0.0,3.0260000000000002,7.048500000000001,,7.023,19.087,,0.0,1.0,7.0,31.7839999198914,,,7.0
AS14.08,day 38 to 43,0.0,3.048,8.237,5.013,9.039,22.591,,-1.0,1.0,7.0,45.46600008010861,,,7.0
AS14.08,day 39 to 44,0.00833333333333333,4.149,10.817,4.214499999999999,5.157,13.177999999999999,,-1.0,1.0,7.0,6.6019999980926505,,,7.0
AS14.08,day 40 to 45,0.0,5.0285,6.2829999999999995,19.154,7.115500000000001,11.6965,,-0.5,1.0,7.0,15.4939999580383,,,7.0
AS14.08,day 41 to 46,0.0,4.015,6.029,,1.7885,19.089000000000002,,-0.5,1.5,7.0,2.3644999265670803,1.0,,7.0
AS14.08,day 42 to 47,0.0,3.0475000000000003,10.076,,6.202000000000001,17.195,,-0.5,1.0,7.0,21.848999977111802,1.0,,8.0
AS14.08,day 43 to 48,0.0,2.108,8.795,76.908,6.6355,17.814,,1.0,1.0,8.0,40.486999988555894,,,7.0
AS14.08,day 44 to 49,0.0,5.0360000000000005,8.123,6.992,5.631500000000001,12.099,,0.0,1.0,7.0,11.2460000514984,,6.0,7.0
AS14.08,day 45 to 50,0.012363387978142064,3.044,4.0565,158.72250000000003,7.035,10.076,,0.0,1.0,7.0,4.9570000171661395,1.0,,7.0
AS14.08,day 46 to 51,0.0,3.0469999999999997,15.369,72.012,7.3134999999999994,18.201,,0.0,1.0,7.0,29.048000097274798,,,6.5
AS14.08,day 47 to 52,0.0,3.1010000000000004,11.4255,230.726,33.6655,9.03,,0.5,1.0,6.5,27.407000064849896,,,8.0
AS14.08,day 48 to 53,0.17991868834977348,2.177,5.522,12.045,6.594,10.06,,1.0,1.0,8.0,17.840999841690103,,,7.0
AS14.08,day 49 to 54,0.0,2.375,6.102,20.102,3.3435,16.445,,0.0,1.0,7.0,3.56900000572205,1.0,,7.0
AS14.08,day 50 to 55,0.0,3.008,7.422499999999999,,7.2035,16.581,,0.0,1.0,7.0,30.186999797821002,,,8.0
AS14.08,day 51 to 56,0.0,3.012,7.109,42.1425,7.8025,7.426,,0.0,1.0,8.0,12.123999953270001,,,7.0
AS14.08,day 52 to 57,0.0,2.577,3.6045,36.189,7.343999999999999,26.761000000000003,,0.0,1.0,7.0,17.1640000343323,,,7.0
AS14.08,day 53 to 58,0.0,4.012,5.758,,7.017,30.401,,-2.0,1.0,7.0,26.070499897003153,,,7.0
AS14.08,day 54 to 59,0.0,3.0244999999999997,12.158,38.509,7.009,19.188,10.549,-1.0,1.0,7.0,26.3174999952316,,,6.0
AS14.08,day 55 to 60,0.0,3.585,7.034,3.5439999999999996,8.301,12.468,56.7675,-1.0,1.0,6.0,17.547999978065498,,,7.0
AS14.08,day 56 to 61,0.0,3.1045,11.9835,30.7,5.662000000000001,21.826,,0.5,1.0,7.0,23.094000101089502,,,7.5
AS14.08,day 57 to 62,0.0,3.9010000000000002,6.122999999999999,27.165,8.087,23.807,,0.5,1.0,7.5,30.7249999046326,,,6.0
AS14.08,day 58 to 63,0.0,3.15,12.618,45.365,7.595000000000001,21.151000000000003,,-1.5,1.0,6.0,32.0139999389648,,,7.0
AS14.08,day 59 to 64,0.0,4.0169999999999995,13.050999999999998,,6.553999999999999,16.139,,-1.0,1.0,7.0,41.520499944686904,,,5.0
AS14.08,day 60 to 65,0.0,3.2830000000000004,9.595,21.094,7.5495,21.5255,,0.0,0.0,5.0,21.646000027656548,,,6.0
AS14.08,day 61 to 66,0.049999999999999996,4.115,6.439,25.219,7.034,12.968,,0.0,1.0,6.0,8.97099995613098,,,6.5
AS14.08,day 62 to 67,0.0166666666666667,3.0069999999999997,9.833,28.8385,8.073,16.4665,,-0.5,1.0,6.5,27.132000207901,,,6.5
AS14.08,day 63 to 68,0.0,3.074,12.027999999999999,,6.164,38.251999999999995,,0.0,0.0,6.5,55.854500055313096,,,6.0
AS14.08,day 64 to 69,0.0,17.957500000000003,6.33,,6.077000000000001,52.114000000000004,,-0.5,0.5,6.0,35.69749999046325,,3.0,6.5
AS14.08,day 65 to 70,0.0,3.0660000000000003,5.239,835.74,10.042,35.391999999999996,,-1.0,1.0,6.5,17.133000016212463,,,5.0
AS14.08,day 66 to 71,0.0,2.7295,6.2829999999999995,32.218,7.5555,39.464,,-0.5,0.5,5.0,51.7229999303818,,,6.5
AS14.08,day 67 to 72,0.0,2.05,4.111000000000001,49.973,7.568,36.275,,-0.5,1.0,6.5,26.8235000371933,,,7.0
AS14.08,day 68 to 73,0.0,4.0225,6.458,15.064999999999998,10.045,18.602,,-1.0,1.0,7.0,33.9219999313354,,,7.0
AS14.08,day 69 to 74,0.0,3.514,9.033,29.418000000000003,9.058,30.747,,0.0,1.0,7.0,44.809000015258796,,,7.0
AS14.08,day 70 to 75,0.0,4.652,7.9825,,6.108,41.63849999999999,,-1.0,1.0,7.0,41.798000097274794,,,7.0
AS14.08,day 71 to 76,0.08333333333333351,3.6819999999999995,6.0445,,7.605499999999999,18.6425,,0.5,1.0,7.0,51.491500020027146,,,6.0
AS14.08,day 72 to 77,0.0,3.0989999999999998,4.92,,8.5515,35.522999999999996,,0.0,1.0,6.0,19.6714999675751,1.0,,7.0
AS14.09,day 28 to 33,0.0,10.087,19.2325,4.0375,8.246,61.284000000000006,,-0.5,0.5,6.5,28.2260000705719,3.0,1.0,7.5
AS14.09,day 29 to 34,0.004166666666666665,8.093499999999999,22.263,3.0189999999999997,24.362000000000002,,13.302999999999999,0.5,1.0,7.5,28.793000102043152,,,7.0
AS14.09,day 30 to 35,0.00833333333333335,4.0169999999999995,18.36,2.345,12.295,18.333,22.346999999999998,1.0,0.0,7.0,63.559999942779505,,1.0,7.0
AS14.09,day 31 to 36,0.00833333333333333,10.1725,25.4235,2.2809999999999997,16.238999999999997,6.063,10.24,0.0,0.0,7.0,34.489000082016,,,6.0
AS14.09,day 32 to 37,0.0,5.029,17.317999999999998,3.013,12.217500000000001,30.1485,32.474000000000004,1.0,0.0,6.0,41.154000043869,2.0,1.0,8.0
AS14.09,day 33 to 38,0.025,9.135,17.259,3.1654999999999998,12.690999999999999,27.9465,,0.0,1.0,8.0,37.6549999713898,2.0,1.0,8.0
AS14.09,day 34 to 39,0.0,11.139000000000001,20.1585,4.126,8.117,45.589,1.01,-0.5,1.0,8.0,61.15299987792971,1.0,,8.0
AS14.09,day 35 to 40,0.004166666666666665,9.627500000000001,16.082,3.3310000000000004,9.1135,33.48950000000001,18.5315,0.0,1.0,8.0,74.7860000133514,4.0,,8.0
AS14.09,day 36 to 41,0.025,13.422999999999998,22.344,3.025,11.137,19.610500000000002,40.424499999999995,0.0,1.0,8.0,55.812499880790746,5.0,,8.0
AS14.09,day 37 to 42,0.02083333333333335,7.596,26.72,3.1245,9.207,39.644999999999996,,-1.0,1.0,8.0,25.536999940872196,3.0,1.0,7.0
AS14.09,day 38 to 43,0.00833333333333335,7.035500000000001,22.238,3.0469999999999997,9.6025,,11.114,0.0,0.0,7.0,27.211500048637397,2.0,,8.0
AS14.09,day 39 to 44,0.0,10.155000000000001,23.4435,3.05,12.305,32.91,68.59,0.0,1.0,8.0,41.3629999160767,5.0,,6.0
AS14.09,day 40 to 45,0.004166666666666665,13.163,15.375,3.08,10.224,33.83,26.450499999999998,1.0,0.0,6.0,22.8250000476837,2.0,,8.0
AS14.09,day 41 to 46,0.012500000000000015,7.7665,23.385,3.0189999999999997,13.163,104.19300000000001,19.614,0.0,1.0,8.0,25.85600006580355,4.0,1.0,7.5
AS14.09,day 42 to 47,0.012500000000000015,6.551,26.096,3.054,9.744499999999999,54.6,10.05,-0.5,1.0,7.5,43.8369998931885,2.0,,8.0
AS14.09,day 43 to 48,0.04583333333333335,3.154,19.278,3.021,10.129,,,0.5,1.0,8.0,20.34049999713895,,,7.0
AS14.09,day 44 to 49,0.02916666666666665,6.187,21.323,3.092,9.05,38.2,,0.0,1.0,7.0,44.8680000305176,,,7.0
AS14.09,day 45 to 50,0.004166666666666665,5.035500000000001,29.365,3.0265,9.116,57.826,6.042000000000001,-0.5,0.5,7.0,30.40199995040895,,,7.0
AS14.09,day 46 to 51,0.004166666666666665,12.278500000000001,19.211,3.022,13.131,17.1855,19.747500000000002,0.0,0.0,7.0,24.0899999141693,1.0,1.0,7.0
AS14.09,day 47 to 52,0.025,9.169,19.476,2.032,10.065,14.235999999999999,26.014,1.0,0.0,7.0,23.2150001525879,2.0,,6.0
AS14.09,day 48 to 53,0.0166666666666667,2.013,11.6625,2.556,10.276,5.069,,1.0,0.0,6.0,56.183000087738,1.0,,7.0
AS14.09,day 49 to 54,0.025,2.008,14.6525,2.38,8.6625,,26.875,0.0,1.0,7.0,20.611999988555898,,,7.0
